type,product_internal_id,product_sku,product_name,product_price,product_compare_to_price,product_is_inventory_tracked,product_quantity,product_quantity_out_of_stock_behaviour,product_low_stock_notification_quantity,product_quantity_minimum_allowed_for_purchase,product_quantity_maximum_allowed_for_purchase,product_is_available,product_media_main_image_url,product_media_main_image_alt,product_media_gallery_image_url_1,product_media_gallery_image_alt_1,product_media_gallery_image_url_2,product_media_gallery_image_alt_2,product_media_gallery_image_url_3,product_media_gallery_image_alt_3,product_media_gallery_image_url_4,product_media_gallery_image_alt_4,product_media_gallery_image_url_5,product_media_gallery_image_alt_5,product_media_gallery_image_url_6,product_media_gallery_image_alt_6,product_media_gallery_image_url_7,product_media_gallery_image_alt_7,product_media_gallery_image_url_8,product_media_gallery_image_alt_8,product_media_gallery_image_url_9,product_media_gallery_image_alt_9,product_media_gallery_image_url_10,product_media_gallery_image_alt_10,product_media_gallery_image_url_11,product_media_gallery_image_alt_11,product_media_gallery_image_url_12,product_media_gallery_image_alt_12,product_description,product_category_1,product_category_2,product_category_3,product_category_4,product_category_5,product_category_6,product_category_7,product_is_featured,product_is_featured_order_by,product_price_per_unit,product_units_in_product,product_brand,product_upc,product_ribbon_text,product_ribbon_color,product_subtitle,product_weight,product_is_shipping_required,product_length,product_width,product_height,product_shipping_preparation_time_for_shipping_in_days,product_shipping_preparation_time_for_pickup_in_minutes,product_shipping_preparation_time_for_local_delivery_in_minutes,product_shipping_preparation_time_for_preorders_in_days,product_shipping_show_delivery_date_on_the_product_page,product_shipping_type,product_shipping_fixed_rate,product_shipping_method_markup,product_shipping_white_list,product_shipping_black_list,product_tax_class_code,product_seo_title,product_seo_description,product_related_item_ids,product_related_item_skus,product_related_items_random,product_related_items_random_category,product_related_items_random_number_of_items,product_custom_price_enabled,product_is_review_collection_enabled,product_google_product_category_code,product_option_name,product_option_type,product_option_is_required,product_option_value,product_option_markup,product_option_is_default_option_selection,product_option_swatch_hex_value,product_option_swatch_image,product_option_swatch_selector_is_image,category_internal_id,category_path,category_is_available,category_description,category_seo_title,category_seo_description,category_image,category_image_alt,category_order_by,source_store_id,url,custom_url_slug
product,696958427,,Coffee 8oz,4.99,,false,0,SHOW,1,,5,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4549665427.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Grocery Delivery | Shop Culebra / Breakfast Package,Grocery Delivery | Shop Culebra,,,,,,false,,,,Crema,,,#FE9800,"Cafe Crema, Hecho en Puerto Rico",0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Coffee 8oz,,,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/coffee-8oz,
product,762220302,,Coffee Creamer,6.99,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5010117851.png,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5015910250.png,,,,,,,,,,,,,,,,,,,,,,,,<p>Half & Half</p><p>Coffee Mate French Vanilla</p>,Grocery Delivery | Shop Culebra / Breakfast Package,Grocery Delivery | Shop Culebra,,,,,,true,7,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,GLOBAL_METHODS,0.00,0.00,,,default,Coffee Creamer,Half & Half Coffee Mate French Vanilla,"696958427,751537650,696958174,696958175",,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/coffee-creamer-half--half,
product_option,762220302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee Creamers,RADIOBUTTONS,true,Half & Half,0.00,false,,,,,,,,,,,,,108569855,,
product_option,762220302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee Creamers,RADIOBUTTONS,true,Coffee Mate French Vanilla,0.00,false,,,,,,,,,,,,,108569855,,
product,716421622,,Condiments - 8 oz,3.99,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4694622824.png,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5010117877.png,,,,,,,,,,,,,,,,,,,,,,,,,Grocery Delivery | Shop Culebra / Cookout BBQ Package,Grocery Delivery | Shop Culebra,Water Taxi & Private Excursions,Grocery Delivery | Shop Culebra / Lunch \/ Beach Package,Grocery Delivery | Shop Culebra / Breakfast Package,Cabana Grocery Preparation,,false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Condiments - 8 oz,,"762220302,696958175,716416162,696958194,696958335,762766817,762212584,762220322,716421608,696958350,696958183",,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/condiments-8-oz,
product_option,716421622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condiment Type,RADIOBUTTONS,true,Ketchup,0.00,false,,,,,,,,,,,,,108569855,,
product_option,716421622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condiment Type,RADIOBUTTONS,true,BBQ Sauce,2.00,false,,,,,,,,,,,,,108569855,,
product_option,716421622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condiment Type,RADIOBUTTONS,true,Mustard,0.00,false,,,,,,,,,,,,,108569855,,
product_option,716421622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condiment Type,RADIOBUTTONS,true,Mayonnaise,1.00,false,,,,,,,,,,,,,108569855,,
product_option,716421622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condiment Type,RADIOBUTTONS,true,Sweet Relish,1.00,false,,,,,,,,,,,,,108569855,,
product_option,716421622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condiment Type,RADIOBUTTONS,true,Sour Cream,3.00,false,,,,,,,,,,,,,108569855,,
product_option,716421622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condiment Type,RADIOBUTTONS,true,Mayo Ketchup,1.00,false,,,,,,,,,,,,,108569855,,
product_option,716421622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condiment Type,RADIOBUTTONS,true,Steak Sauce,1.00,false,,,,,,,,,,,,,108569855,,
product,696977344,,Cookies & Candy,1.49,,false,0,SHOW,1,,5,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4549742684.png,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5010092818.png,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5015874279.png,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5015834229.png,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5015815707.png,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5010117757.png,,,,,,,,,,,,,,,,,Grocery Delivery | Shop Culebra / Lunch \/ Beach Package,Grocery Delivery | Shop Culebra,Water Taxi & Private Excursions,Cabana Grocery Preparation,,,,false,,,,,,,#FE9800,Soft Baked Cookies,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Cookies & Candy,,"696958194,716416143,762766817",,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/cookies--candy,
product_option,696977344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Gummy Bears,4.00,false,,,,,,,,,,,,,108569855,,
product_option,696977344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,M&M's,2.00,false,,,,,,,,,,,,,108569855,,
product_option,696977344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,M&M - Peanut,2.00,false,,,,,,,,,,,,,108569855,,
product_option,696977344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Snickers Bar,2.00,false,,,,,,,,,,,,,108569855,,
product_option,696977344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Chocolate Chip Cookies,5.00,false,,,,,,,,,,,,,108569855,,
product_option,696977344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Peanut Butter Cookies,5.00,false,,,,,,,,,,,,,108569855,,
product_option,696977344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Oatmeal Cookies,5.00,false,,,,,,,,,,,,,108569855,,
product_option,696977344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Oreo Cookie Full Pack,6.00,false,,,,,,,,,,,,,108569855,,
product_option,696977344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Chips Ahoy GF Snack Pack - 2 Cookies,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696977344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Oreo Cookie Snack Pack - 2 Cookies,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696977344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Oreo Cookie GF Snack Pack - 2 Cookies,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696977344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Oreo Cookie GF Double Stuffed Snack Pack - 2 Cookies,0.00,false,,,,,,,,,,,,,108569855,,
product,696958183,,Crackers,8.99,,false,0,SHOW,1,,5,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4846517604.png,,,,,,,,,,,,,,,,,,,,,,,,,,<p>1 Box of Ritz Crackers - Original</p>,Grocery Delivery | Shop Culebra / Lunch \/ Beach Package,Grocery Delivery | Shop Culebra,Water Taxi & Private Excursions,Cabana Grocery Preparation,,,,false,,,,,,,#FE9800,Table Crackers,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Crackers,1 Box of Ritz Crackers - Original,,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/crackers,
product_option,696958183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Classic Buttercrisp,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696958183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Rosemary & Olive Oil,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696958183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Harvest Wheat,0.00,false,,,,,,,,,,,,,108569855,,
product,751537650,,Culebra Coffee Mug,19.99,,false,0,,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4926295340.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Culebra Souvenirs,,,,,,,false,,,,,,,,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Culebra Coffee Mug,,,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/culebra-coffee-mug,
product,751540606,,Culebra Domino Set - Travel Size,9.99,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4926295285.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Culebra Souvenirs,Water Taxi & Private Excursions,Cabana Grocery Preparation,,,,,false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Culebra Domino Set - Travel Size,,,,false,,5,false,true,1239,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/culebra-domino-set-travel-size,
product,751540614,,Culebra Key Chain,6.99,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4926277725.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Culebra Souvenirs,Cabana Grocery Preparation,,,,,,false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Culebra Key Chain,,,,false,,5,false,true,8,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/culebra-key-chain,
product,751537586,,Culebra Playing Cards,9.99,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4926266485.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,Culebra Deck of Playing Cards,Culebra Souvenirs,Water Taxi & Private Excursions,Cabana Grocery Preparation,,,,,false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Culebra Playing Cards,Culebra Deck of Playing Cards,,,false,,5,false,true,1239,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/culebra-playing-cards,
product,751530663,,Culebra Thermoflask,19.99,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4926295608.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Culebra Souvenirs,Water Taxi & Private Excursions,Cabana Grocery Preparation,,,,,false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Culebra Thermoflask,,,,false,,5,false,true,988,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/culebra-thermoflask,
product,727015098,,Culebrita Lunch Box (Adult),27.00,,false,0,SHOW,1,,,true,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5494366087.jpg,Adult Lunch Box,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5494365173.jpg,Kids Lunchbox,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4773772763.png,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5494416016.jpg,,,,,,,,,,,,,,,,,,,,"<h3><strong>Culebrita Lunch Box (Adult) – $19</strong></h3><p><strong>Sandwich Options</strong></p><ul><li><strong>Jamon y Queso</strong> (Ham & Cheese) – <em>Grilled option available</em></li><li><strong>Pavo y Queso</strong> (Turkey & Cheese) – <em>Grilled option available</em></li><li><strong>Mozzarella & Tomato</strong> with Pesto Spread</li><li><strong>Turkey Club</strong> (Turkey, bacon, Swiss, lettuce, tomato, and mayo on baguette) </li></ul><p><strong>Includes:</strong></p><ul><li>Chips: <em>Potato Chips</em> <strong>or</strong> <em>Plátano Chips</em> (Plantain Chips)</li><li>Salad: <em>Cucumber Salad</em> (olive oil, onion, tomato) <strong>or</strong> <em>Green Salad</em> (greens, onion, tomato, croutons)</li><li>Fresh Fruit: <em>Apple</em> or <em>Orange</em></li><li>Local Baked Good: <em>Quesito</em> (Puerto Rican Danish Pastry) <strong>or</strong> Fresh Baked <em>Donut</em></li><li>Drink: <em>Water (b</em><em>ottled)</em>, <em>Soda</em> (Coke, Sprite), <strong>or</strong> Tres Monjitas Nectar (Pineapple, Pear, Mango, Tamarind, Tropical Punch, Peach, Soursop, Passion Fruit)</li></ul><hr><h3><strong>Optional Add-Ons</strong></h3><ul><li>Coconut Water</li><li>Local Beer (<em>ID required</em>)</li></ul>",Grocery Delivery | Shop Culebra / Lunch \/ Beach Package,Water Taxi & Private Excursions,Cabana Grocery Preparation,Glamping in Culebra,,,,true,17,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Culebrita Lunch Box (Adult),"Culebrita Lunch Box (Adult) – $19 Sandwich Options Jamon y Queso (Ham & Cheese) – Grilled option available Pavo y Queso (Turkey & Cheese) – Grilled option available Mozzarella & Tomato with Pesto Spread Turkey Club (Turkey, bacon, Swiss, lettuce, tomato, and mayo on baguette) Includes: Chips: Potato…",,,false,,5,false,true,988,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/culebrita-lunch-box-adult,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandwich Choice,DROPDOWNLIST,true,Jamon y Queso Tostado (ham & cheese sandwich *grilled),0.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandwich Choice,DROPDOWNLIST,true,Pavo y Queso Tostado (turkey & cheese sandwich *grilled),0.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandwich Choice,DROPDOWNLIST,true,Mozzarella and Tomato with Pesto Spread (Ciabatta),0.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandwich Choice,DROPDOWNLIST,true,"Bacon, Lettuce, Tomato Sandwich (BLT)",0.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salad Options,RADIOBUTTONS,true,"Green Salad (greens, onion, tomato and side of croutons)",0.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salad Options,RADIOBUTTONS,true,"Cucumber Salad (olive oil, onion, tomato)",0.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dressing,CHECKBOXES,false,No Dressing,0.00,,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dressing,CHECKBOXES,false,Ranch,0.00,,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dressing,CHECKBOXES,false,Italian,0.00,,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dressing,CHECKBOXES,false,Oil & Vinegar,0.00,,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potato chips or Platano chips (plantain chips),RADIOBUTTONS,true,Potato chips,0.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potato chips or Platano chips (plantain chips),RADIOBUTTONS,true,Platano chips,0.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baked Goods,RADIOBUTTONS,true,Quesito ( Puertorican Danish Pastry),0.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baked Goods,RADIOBUTTONS,true,Donut,0.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drink included,DROPDOWNLIST,true,Coke,0.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drink included,DROPDOWNLIST,true,Sprite,0.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drink included,DROPDOWNLIST,true,Water,0.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optional add-ons:,CHECKBOXES,false,Kombucha,6.00,,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optional add-ons:,CHECKBOXES,false,Coconut Water 1 Liter,6.00,,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optional add-ons:,CHECKBOXES,false,Local Beer ( 6 pack ),12.99,,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit Nectar 1 Liter (Pineapple, Pear, Mango, Tamarind, Tropical Fruit Punch, Peach, Soursop, Passion Fruit)",DROPDOWNLIST,true,Pineapple,4.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit Nectar 1 Liter (Pineapple, Pear, Mango, Tamarind, Tropical Fruit Punch, Peach, Soursop, Passion Fruit)",DROPDOWNLIST,true,Pear,4.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit Nectar 1 Liter (Pineapple, Pear, Mango, Tamarind, Tropical Fruit Punch, Peach, Soursop, Passion Fruit)",DROPDOWNLIST,true,Mango,4.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit Nectar 1 Liter (Pineapple, Pear, Mango, Tamarind, Tropical Fruit Punch, Peach, Soursop, Passion Fruit)",DROPDOWNLIST,true,Tamarind,4.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit Nectar 1 Liter (Pineapple, Pear, Mango, Tamarind, Tropical Fruit Punch, Peach, Soursop, Passion Fruit)",DROPDOWNLIST,true,Peach,4.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit Nectar 1 Liter (Pineapple, Pear, Mango, Tamarind, Tropical Fruit Punch, Peach, Soursop, Passion Fruit)",DROPDOWNLIST,true,Soursop,4.00,false,,,,,,,,,,,,,108569855,,
product_option,727015098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit Nectar 1 Liter (Pineapple, Pear, Mango, Tamarind, Tropical Fruit Punch, Peach, Soursop, Passion Fruit)",DROPDOWNLIST,true,Passion Fruit,4.00,false,,,,,,,,,,,,,108569855,,
